"y","ind","cluster","period","period1","period2","treatment"
-0.581583610851583,60,1,1,1,0,1
1.07303929280522,61,1,1,1,0,1
-0.739300609824618,62,1,1,1,0,1
0.945263279525116,63,1,1,1,0,1
2.12980783239838,64,1,1,1,0,1
0.258041466991119,65,1,1,1,0,1
-0.467977359988153,1,1,2,0,1,0
0.42182217072255,2,1,2,0,1,0
0.766399168406143,3,1,2,0,1,0
-1.28741249593382,4,1,2,0,1,0
-2.64408883285018,5,1,2,0,1,0
-0.626706414123097,6,1,2,0,1,0
-0.189639840810784,7,1,2,0,1,0
0.993749850134208,8,1,2,0,1,0
-0.0994509080995108,9,1,2,0,1,0
-0.413733594335215,10,1,2,0,1,0
1.49540533419835,11,1,2,0,1,0
-0.435434502933249,12,1,2,0,1,0
0.246940763132802,13,1,2,0,1,0
-0.191950139985985,14,1,2,0,1,0
-0.0393578630464402,15,1,2,0,1,0
-2.08583373703086,16,1,2,0,1,0
-1.05521434298579,17,1,2,0,1,0
1.40307291364898,18,1,2,0,1,0
-0.103090364800032,19,1,2,0,1,0
0.77337166330656,20,1,2,0,1,0
-0.750390739153517,21,1,2,0,1,0
1.22258352900341,22,1,2,0,1,0
-2.14422048213491,23,1,2,0,1,0
-0.0122933154993563,24,1,2,0,1,0
-0.779808533885704,25,1,2,0,1,0
1.54807351346901,26,1,2,0,1,0
-0.245659506703902,27,1,2,0,1,0
-0.551326585391727,28,1,2,0,1,0
-0.261845929924668,29,1,2,0,1,0
-0.112731050507354,30,1,2,0,1,0
-0.447796802909425,31,1,2,0,1,0
0.373035799709193,32,1,2,0,1,0
-2.15609487166371,33,1,2,0,1,0
-0.870673979317809,34,1,2,0,1,0
0.21735172470166,35,1,2,0,1,0
1.82272641597135,36,1,2,0,1,0
-0.425758337600523,37,1,2,0,1,0
-0.341180299362792,38,1,2,0,1,0
-0.931526434494944,39,1,2,0,1,0
2.03700902259905,40,1,2,0,1,0
0.69902119302562,41,1,2,0,1,0
-0.135225964063718,42,1,2,0,1,0
0.139157672659693,43,1,2,0,1,0
0.303354183189501,44,1,2,0,1,0
-1.33196207843928,45,1,2,0,1,0
-0.966600953001713,46,1,2,0,1,0
-1.31501494969041,47,1,2,0,1,0
0.626901771735227,48,1,2,0,1,0
-0.00846320468773298,49,1,2,0,1,0
-0.726789074458073,50,1,2,0,1,0
-0.836673470206321,51,1,2,0,1,0
-0.373022035588284,52,1,2,0,1,0
-0.739973506479554,53,1,2,0,1,0
-0.39392412560144,54,1,2,0,1,0
-0.00354788756437324,55,1,2,0,1,0
-0.952825400107759,56,1,2,0,1,0
0.765774276304245,57,1,2,0,1,0
-0.0953767996224197,58,1,2,0,1,0
-0.780800104271319,59,1,2,0,1,0
-0.897742155751285,60,1,2,0,1,0
-0.622106821432084,61,1,2,0,1,0
-0.620905065704332,62,1,2,0,1,0
-1.49979791001476,63,1,2,0,1,0
0.784519065562388,64,1,2,0,1,0
0.601100800351481,65,1,2,0,1,0
-0.776372406949671,1,2,1,1,0,1
-0.121026304223343,2,2,1,1,0,1
-0.213152288226553,3,2,1,1,0,1
0.850925464208312,4,2,1,1,0,1
1.90470156804332,5,2,1,1,0,1
-0.113599976297467,6,2,1,1,0,1
-0.34800517581903,7,2,1,1,0,1
-0.731376008001756,8,2,1,1,0,1
-1.28048575425854,9,2,1,1,0,1
1.71700784449027,10,2,1,1,0,1
-0.0743739969692904,11,2,1,1,0,1
-0.853969787755135,12,2,1,1,0,1
1.08722226005825,13,2,1,1,0,1
-0.331851851096291,14,2,1,1,0,1
0.211148688123193,15,2,1,1,0,1
0.823925418828147,16,2,1,1,0,1
0.418354244634682,17,2,1,1,0,1
-0.921216322635795,18,2,1,1,0,1
0.436004625959143,19,2,1,1,0,1
1.96181092574463,20,2,1,1,0,1
0.565428398261961,21,2,1,1,0,1
-0.826868219002262,22,2,1,1,0,1
-1.45374370542077,23,2,1,1,0,1
-1.54070481295586,24,2,1,1,0,1
-0.450555969394453,25,2,1,1,0,1
0.189687234298755,26,2,1,1,0,1
0.124999190369009,27,2,1,1,0,1
-1.02660505366185,28,2,1,1,0,1
-2.36027829491044,29,2,1,1,0,1
-0.526595602617027,30,2,1,1,0,1
-0.2511473158989,31,2,1,1,0,1
0.520782849958283,32,2,1,1,0,1
-0.363862652312408,33,2,1,1,0,1
-1.12091945730247,34,2,1,1,0,1
0.0800308939562707,35,2,1,1,0,1
1.27248910576178,36,2,1,1,0,1
1.41920967575614,37,2,1,1,0,1
0.0571764154575979,38,2,1,1,0,1
1.08940338787551,39,2,1,1,0,1
0.762926026091266,40,2,1,1,0,1
-0.705012526887597,41,2,1,1,0,1
0.856639694446466,42,2,1,1,0,1
-0.413311468093608,43,2,1,1,0,1
0.326560601000151,44,2,1,1,0,1
-0.395210532713677,45,2,1,1,0,1
1.27277939083894,46,2,1,1,0,1
-1.22986912890242,47,2,1,1,0,1
0.213499949873705,48,2,1,1,0,1
-0.897043297339518,49,2,1,1,0,1
0.98666260547973,50,2,1,1,0,1
0.829977849882636,51,2,1,1,0,1
-1.75437404149816,52,2,1,1,0,1
-1.15795190187858,53,2,1,1,0,1
1.55969038021743,54,2,1,1,0,1
1.72287905684273,55,2,1,1,0,1
0.324064497750977,56,2,1,1,0,1
-2.40400372676389,57,2,1,1,0,1
0.470483273309833,58,2,1,1,0,1
0.129763203113944,59,2,1,1,0,1
0.378369470413143,60,2,1,1,0,1
1.00428772000385,61,2,1,1,0,1
1.08913852272903,62,2,1,1,0,1
-0.00906850853168881,63,2,1,1,0,1
1.45300119523858,64,2,1,1,0,1
-0.429555515721901,65,2,1,1,0,1
0.512675141675861,1,2,2,0,1,0
-0.601354906015244,2,2,2,0,1,0
0.278078985673336,3,2,2,0,1,0
-0.186550348165024,4,2,2,0,1,0
-0.464909436575974,5,2,2,0,1,0
-0.16163390768972,6,2,2,0,1,0
1.49008113839168,7,2,2,0,1,0
-0.102738245200831,8,2,2,0,1,0
-0.420399170188765,9,2,2,0,1,0
-1.93993042119904,10,2,2,0,1,0
-0.6006519661546,11,2,2,0,1,0
-0.518567215998262,12,2,2,0,1,0
-1.04426076922564,13,2,2,0,1,0
-0.558758044916262,14,2,2,0,1,0
-0.74418419388079,15,2,2,0,1,0
0.108309856768828,16,2,2,0,1,0
-1.88596637078062,17,2,2,0,1,0
1.35024747776476,18,2,2,0,1,0
-0.0956877567137488,19,2,2,0,1,0
-1.11436430025493,20,2,2,0,1,0
0.699315773127558,21,2,2,0,1,0
-0.926342449123194,22,2,2,0,1,0
-0.108514569461231,23,2,2,0,1,0
-0.779661357002589,24,2,2,0,1,0
-1.86744507974396,25,2,2,0,1,0
-1.3298377872862,26,2,2,0,1,0
1.1662337921439,27,2,2,0,1,0
0.479187808912063,28,2,2,0,1,0
-0.76123081234025,29,2,2,0,1,0
0.776827880967781,30,2,2,0,1,0
-0.858222863504964,31,2,2,0,1,0
-0.324180359573235,32,2,2,0,1,0
-1.95784457479786,33,2,2,0,1,0
0.470711449328377,34,2,2,0,1,0
1.61217250647415,35,2,2,0,1,0
-0.862042052347156,36,2,2,0,1,0
0.978776802408086,37,2,2,0,1,0
-0.482010846774755,38,2,2,0,1,0
-0.936183786824515,39,2,2,0,1,0
-1.85346976979115,40,2,2,0,1,0
0.602417447473839,41,2,2,0,1,0
0.0769560845573654,42,2,2,0,1,0
0.260700845468339,43,2,2,0,1,0
0.0242118069119229,44,2,2,0,1,0
-1.45497363730445,45,2,2,0,1,0
-2.03945391415407,46,2,2,0,1,0
-0.583670389219515,47,2,2,0,1,0
1.36586349219855,48,2,2,0,1,0
-0.20142993169844,49,2,2,0,1,0
-2.0916775306746,50,2,2,0,1,0
-0.582540660082678,51,2,2,0,1,0
-0.942801259085538,52,2,2,0,1,0
0.9387028174107,53,2,2,0,1,0
-1.77444708310269,54,2,2,0,1,0
-1.6618796828753,55,2,2,0,1,0
-0.337289250254913,56,2,2,0,1,0
-1.74637124692959,57,2,2,0,1,0
-0.514349848270259,58,2,2,0,1,0
-0.402114737922391,59,2,2,0,1,0
-0.908829597019999,60,2,2,0,1,0
-0.274906518841691,61,2,2,0,1,0
-0.0133260404822508,62,2,2,0,1,0
0.718090953783586,63,2,2,0,1,0
0.518242474758588,64,2,2,0,1,0
-2.36114206790308,65,2,2,0,1,0
-3.98425835748476,1,3,1,1,0,1
-1.59098304366958,2,3,1,1,0,1
1.20061666650364,3,3,1,1,0,1
-1.28239167709946,4,3,1,1,0,1
-2.24425972005513,5,3,1,1,0,1
1.07299616263791,6,3,1,1,0,1
-0.425295796453974,7,3,1,1,0,1
-1.14569863483853,8,3,1,1,0,1
0.227950120355249,9,3,1,1,0,1
-1.50542385159295,10,3,1,1,0,1
0.234685516407032,11,3,1,1,0,1
-2.1336275304544,12,3,1,1,0,1
-0.615428771833713,13,3,1,1,0,1
-1.12760614001245,14,3,1,1,0,1
-2.12024867961373,15,3,1,1,0,1
1.42959087166627,16,3,1,1,0,1
-0.623507749306077,17,3,1,1,0,1
-0.567657336607109,18,3,1,1,0,1
-0.910291576926576,19,3,1,1,0,1
-1.03660408705713,20,3,1,1,0,1
-0.933827395645457,21,3,1,1,0,1
0.485981763719459,22,3,1,1,0,1
0.474756940240473,23,3,1,1,0,1
-1.52178684032656,24,3,1,1,0,1
0.119916883295371,25,3,1,1,0,1
-1.41095042601174,26,3,1,1,0,1
-1.20729573073666,27,3,1,1,0,1
-0.00964965194475634,28,3,1,1,0,1
-1.14890608950452,29,3,1,1,0,1
0.696615123995715,30,3,1,1,0,1
-0.0158770940865644,31,3,1,1,0,1
0.353118436429944,32,3,1,1,0,1
-0.580697808335532,33,3,1,1,0,1
-1.6793149439195,34,3,1,1,0,1
-1.6820176710782,35,3,1,1,0,1
-1.18069503780165,36,3,1,1,0,1
-1.53115714962573,37,3,1,1,0,1
0.0950986108836223,38,3,1,1,0,1
0.197104739594731,39,3,1,1,0,1
-0.92340984292817,40,3,1,1,0,1
-1.08640540160745,41,3,1,1,0,1
0.311029006828829,42,3,1,1,0,1
-1.93034305472419,43,3,1,1,0,1
-1.09362482067004,44,3,1,1,0,1
-0.285136573843359,45,3,1,1,0,1
-0.140054732973204,46,3,1,1,0,1
-1.8336240800673,47,3,1,1,0,1
-0.836668399710639,48,3,1,1,0,1
-0.981464604281841,49,3,1,1,0,1
0.194251009683459,50,3,1,1,0,1
-1.66034315132743,51,3,1,1,0,1
-1.40159061035824,52,3,1,1,0,1
0.696673348763169,53,3,1,1,0,1
-0.00167486515684487,54,3,1,1,0,1
1.58629431288028,55,3,1,1,0,1
-0.40669018329603,56,3,1,1,0,1
-1.70754422315033,57,3,1,1,0,1
2.12738405751042,58,3,1,1,0,1
-0.223535253337864,59,3,1,1,0,1
0.207250721811902,60,3,1,1,0,1
-0.221469988128864,61,3,1,1,0,1
-1.06009398635895,62,3,1,1,0,1
1.06637641141035,63,3,1,1,0,1
0.00540571481900309,64,3,1,1,0,1
-0.574115566440203,65,3,1,1,0,1
0.511918345914975,1,3,2,0,1,0
-0.728472115388942,2,3,2,0,1,0
0.751216554725727,3,3,2,0,1,0
-1.16358379949079,4,3,2,0,1,0
1.0185895554008,5,3,2,0,1,0
1.59990553072641,6,3,2,0,1,0
0.410503796107573,7,3,2,0,1,0
0.0151772383870228,8,3,2,0,1,0
-1.50432486564502,9,3,2,0,1,0
-0.221487681783089,10,3,2,0,1,0
0.870614047013973,11,3,2,0,1,0
-0.0666381017657678,12,3,2,0,1,0
0.32134944485382,13,3,2,0,1,0
0.874144735257391,14,3,2,0,1,0
-2.08745562869172,15,3,2,0,1,0
0.440618419229881,16,3,2,0,1,0
0.0732837316631909,17,3,2,0,1,0
-1.86516160090771,18,3,2,0,1,0
0.516563085960122,19,3,2,0,1,0
-1.08469872881989,20,3,2,0,1,0
-1.46830001097189,21,3,2,0,1,0
-0.0115719158849913,22,3,2,0,1,0
-1.10716254290474,23,3,2,0,1,0
1.02797793417908,24,3,2,0,1,0
0.230537861479336,25,3,2,0,1,0
0.635417858214444,26,3,2,0,1,0
-1.32194895469303,27,3,2,0,1,0
0.0993019139104441,28,3,2,0,1,0
-0.330651200912414,29,3,2,0,1,0
-4.35200635787063,30,3,2,0,1,0
-0.65500428921703,31,3,2,0,1,0
0.825442416225677,32,3,2,0,1,0
0.391611136267927,33,3,2,0,1,0
-0.0849009562179735,34,3,2,0,1,0
-0.230246351399993,35,3,2,0,1,0
0.459409397196652,36,3,2,0,1,0
0.330949973971855,37,3,2,0,1,0
-0.0407548400275377,38,3,2,0,1,0
-0.978103976965962,39,3,2,0,1,0
-0.447459150232883,40,3,2,0,1,0
-0.84705097366308,41,3,2,0,1,0
-1.67855290187584,42,3,2,0,1,0
0.150785286186405,43,3,2,0,1,0
-0.701995031958637,44,3,2,0,1,0
-1.37944048012505,45,3,2,0,1,0
2.76906919901649,46,3,2,0,1,0
0.082368386279978,47,3,2,0,1,0
-1.25918060302882,48,3,2,0,1,0
-1.87487076473692,49,3,2,0,1,0
-1.08477396156271,50,3,2,0,1,0
-0.87294559706765,51,3,2,0,1,0
-0.849675102842579,52,3,2,0,1,0
-0.247856196129827,53,3,2,0,1,0
-0.371019729133862,54,3,2,0,1,0
-0.213380723096789,55,3,2,0,1,0
-0.344771661920778,56,3,2,0,1,0
-1.2657832730078,57,3,2,0,1,0
-1.65167758417962,58,3,2,0,1,0
-0.546339290149027,59,3,2,0,1,0
-0.312686979455412,60,3,2,0,1,0
0.427515033501554,61,3,2,0,1,0
-1.31215548169197,62,3,2,0,1,0
-0.287289024496462,63,3,2,0,1,0
-1.20553496000646,64,3,2,0,1,0
0.576409576829717,65,3,2,0,1,0
-0.339902399350878,1,4,1,1,0,1
-0.278424086161436,2,4,1,1,0,1
0.394425278063,3,4,1,1,0,1
1.98475723445945,4,4,1,1,0,1
-1.08895078803619,5,4,1,1,0,1
-0.788794378459534,6,4,1,1,0,1
0.0260788527419313,7,4,1,1,0,1
-1.1675787600189,8,4,1,1,0,1
0.606542144326589,9,4,1,1,0,1
0.456591131583572,10,4,1,1,0,1
-2.12888553702895,11,4,1,1,0,1
0.783045276852923,12,4,1,1,0,1
-0.859287863643114,13,4,1,1,0,1
-1.39580760917068,14,4,1,1,0,1
0.148850993721362,15,4,1,1,0,1
-1.1128173953936,16,4,1,1,0,1
-0.026524651247722,17,4,1,1,0,1
-0.388619131615364,18,4,1,1,0,1
-0.713390200409749,19,4,1,1,0,1
0.344630640700761,20,4,1,1,0,1
-1.52062492521693,21,4,1,1,0,1
-1.00407211625097,22,4,1,1,0,1
0.249323112337255,23,4,1,1,0,1
-1.25809387437615,24,4,1,1,0,1
-1.19787282982499,25,4,1,1,0,1
-1.77756649246886,26,4,1,1,0,1
1.41145143769691,27,4,1,1,0,1
0.966077357705097,28,4,1,1,0,1
-0.865412943978924,29,4,1,1,0,1
0.106427371686842,30,4,1,1,0,1
-0.456879743160776,31,4,1,1,0,1
-0.685662322194881,32,4,1,1,0,1
-1.44137689813385,33,4,1,1,0,1
-1.35106954798955,34,4,1,1,0,1
0.00405801693067592,35,4,1,1,0,1
-0.406377345338936,36,4,1,1,0,1
-0.747449053884667,37,4,1,1,0,1
0.636609730949201,38,4,1,1,0,1
-0.411460624921683,39,4,1,1,0,1
-0.481525098453166,40,4,1,1,0,1
-1.45330501850487,41,4,1,1,0,1
-1.77657732109827,42,4,1,1,0,1
-0.984822345441698,43,4,1,1,0,1
-1.61582782530742,44,4,1,1,0,1
-1.11646597150497,45,4,1,1,0,1
-0.0123410162288611,46,4,1,1,0,1
1.00558745717213,47,4,1,1,0,1
0.289580303930153,48,4,1,1,0,1
-0.441888044048311,49,4,1,1,0,1
-0.922632751950575,50,4,1,1,0,1
-0.640824610839766,51,4,1,1,0,1
1.05242506084237,52,4,1,1,0,1
-2.00672115088968,53,4,1,1,0,1
-1.36500894011453,54,4,1,1,0,1
-1.60573246554856,55,4,1,1,0,1
-0.837974666035064,56,4,1,1,0,1
-0.274886476898777,57,4,1,1,0,1
-1.33152679150153,58,4,1,1,0,1
-1.096551832325,59,4,1,1,0,1
0.0967396368427849,60,4,1,1,0,1
-0.476536954702856,61,4,1,1,0,1
-0.351993179201459,62,4,1,1,0,1
-0.608751575304716,63,4,1,1,0,1
-0.180359602752589,64,4,1,1,0,1
-1.0129504651494,65,4,1,1,0,1
-0.0841981696096862,1,4,2,0,1,0
1.09636499315568,2,4,2,0,1,0
-1.38978659048201,3,4,2,0,1,0
0.189837682558707,4,4,2,0,1,0
0.574041529073749,5,4,2,0,1,0
0.97959289840022,6,4,2,0,1,0
1.06605682376007,7,4,2,0,1,0
1.10614881508744,8,4,2,0,1,0
-0.478664529103011,9,4,2,0,1,0
0.300334631147791,10,4,2,0,1,0
0.80218330884248,11,4,2,0,1,0
0.746965124143348,12,4,2,0,1,0
0.0806225632934276,13,4,2,0,1,0
0.502798455457112,14,4,2,0,1,0
-0.80166716192074,15,4,2,0,1,0
0.169091371986788,16,4,2,0,1,0
2.78806321095483,17,4,2,0,1,0
0.880664114823404,18,4,2,0,1,0
-0.196131632615556,19,4,2,0,1,0
-0.805800647318894,20,4,2,0,1,0
1.78903022361794,21,4,2,0,1,0
0.585941945966082,22,4,2,0,1,0
-0.102253230013439,23,4,2,0,1,0
-1.13784816489108,24,4,2,0,1,0
0.43985046567344,25,4,2,0,1,0
-1.13903161752386,26,4,2,0,1,0
0.824926897338961,27,4,2,0,1,0
1.81136423250287,28,4,2,0,1,0
1.52277841250795,29,4,2,0,1,0
0.797401633441615,30,4,2,0,1,0
0.163097191739881,31,4,2,0,1,0
-0.104156136727678,32,4,2,0,1,0
-0.157157319503268,33,4,2,0,1,0
1.23218208628851,34,4,2,0,1,0
1.37155080849374,35,4,2,0,1,0
-1.0400794246655,36,4,2,0,1,0
0.211498822330425,37,4,2,0,1,0
1.01921849482579,38,4,2,0,1,0
2.35698814459349,39,4,2,0,1,0
1.33479211369293,40,4,2,0,1,0
1.76656868884564,41,4,2,0,1,0
-1.1701897782537,42,4,2,0,1,0
-0.155593166438529,43,4,2,0,1,0
1.22581234805434,44,4,2,0,1,0
0.494124323572116,45,4,2,0,1,0
-0.163264103654322,46,4,2,0,1,0
1.21019438033147,47,4,2,0,1,0
-0.974804607723028,48,4,2,0,1,0
0.256436220301983,49,4,2,0,1,0
0.600592557490679,50,4,2,0,1,0
1.09965595560578,51,4,2,0,1,0
0.286919401161007,52,4,2,0,1,0
0.755962553104332,53,4,2,0,1,0
-0.0044233806752961,54,4,2,0,1,0
2.92345516714601,55,4,2,0,1,0
-1.11735404724581,56,4,2,0,1,0
0.478565072889114,57,4,2,0,1,0
1.83678635842282,58,4,2,0,1,0
-0.748094710086665,59,4,2,0,1,0
-1.21792072315387,60,4,2,0,1,0
0.100403951893407,61,4,2,0,1,0
0.113448138055844,62,4,2,0,1,0
1.52830612044204,63,4,2,0,1,0
0.178738123733572,64,4,2,0,1,0
2.22329818558323,65,4,2,0,1,0
-0.663759782939255,1,5,1,1,0,1
-0.0446491812839636,2,5,1,1,0,1
1.27514096452801,3,5,1,1,0,1
-0.320251440364631,4,5,1,1,0,1
-1.88508078688899,5,5,1,1,0,1
0.0939274276334486,6,5,1,1,0,1
-0.27908122908537,7,5,1,1,0,1
-2.24332516369604,8,5,1,1,0,1
-0.472154918374552,9,5,1,1,0,1
-0.476729722484591,10,5,1,1,0,1
-0.0772400239777649,11,5,1,1,0,1
-0.0207545806033859,12,5,1,1,0,1
-0.47416361021985,13,5,1,1,0,1
0.448224387293862,14,5,1,1,0,1
-1.70517957425787,15,5,1,1,0,1
1.4969194775323,16,5,1,1,0,1
0.895453912350844,17,5,1,1,0,1
-2.41556024316926,18,5,1,1,0,1
-0.903196710502369,19,5,1,1,0,1
-0.285223533085558,20,5,1,1,0,1
-0.897630999805493,21,5,1,1,0,1
-1.50889304188995,22,5,1,1,0,1
0.000664166190102844,23,5,1,1,0,1
-0.218388408585688,24,5,1,1,0,1
-1.38785774203994,25,5,1,1,0,1
-0.553683019722724,26,5,1,1,0,1
0.187916633911433,27,5,1,1,0,1
1.69290908317301,28,5,1,1,0,1
-0.524386119584024,29,5,1,1,0,1
1.88430047781415,30,5,1,1,0,1
2.99192302451079,31,5,1,1,0,1
-0.297922411625801,32,5,1,1,0,1
-0.805527985772514,33,5,1,1,0,1
0.529793035720512,34,5,1,1,0,1
-1.32745702980238,35,5,1,1,0,1
-0.873828835835437,36,5,1,1,0,1
2.44130583265637,37,5,1,1,0,1
-1.71159873482056,38,5,1,1,0,1
-1.38673042143543,39,5,1,1,0,1
-0.0879096486791437,40,5,1,1,0,1
-0.83670177729507,41,5,1,1,0,1
-0.142042109689887,42,5,1,1,0,1
-0.0385617028055046,43,5,1,1,0,1
-0.558587051028213,44,5,1,1,0,1
1.31756909872976,45,5,1,1,0,1
-0.198531732107108,46,5,1,1,0,1
-0.155004645054653,47,5,1,1,0,1
-1.4522087337295,48,5,1,1,0,1
-2.19046764699836,49,5,1,1,0,1
0.509716677668381,50,5,1,1,0,1
0.986269804300405,51,5,1,1,0,1
-0.856746909723239,52,5,1,1,0,1
-1.13586660869597,53,5,1,1,0,1
0.580654845974548,54,5,1,1,0,1
-0.744625431080411,55,5,1,1,0,1
-1.66459313490559,56,5,1,1,0,1
-1.14639321784063,57,5,1,1,0,1
1.18125633204074,58,5,1,1,0,1
-0.00156120702143769,59,5,1,1,0,1
-1.19010950916562,60,5,1,1,0,1
-0.895352660399256,61,5,1,1,0,1
-2.98341518263735,62,5,1,1,0,1
-0.691243801548472,63,5,1,1,0,1
0.247284505544694,64,5,1,1,0,1
-0.762860767464685,65,5,1,1,0,1
-1.66161578083572,1,5,2,0,1,0
0.341604565181582,2,5,2,0,1,0
0.685384285014122,3,5,2,0,1,0
0.0824331527387622,4,5,2,0,1,0
-0.0874753346661424,5,5,2,0,1,0
-0.282505401984093,6,5,2,0,1,0
0.954760548041008,7,5,2,0,1,0
0.319616480119917,8,5,2,0,1,0
0.384553463484062,9,5,2,0,1,0
0.4261625682847,10,5,2,0,1,0
0.729141161998468,11,5,2,0,1,0
0.144573171373079,12,5,2,0,1,0
-0.998489601007704,13,5,2,0,1,0
-2.3331708845499,14,5,2,0,1,0
-1.03795717396431,15,5,2,0,1,0
0.521268164627571,16,5,2,0,1,0
-1.49552154226664,17,5,2,0,1,0
-0.068238774308643,18,5,2,0,1,0
0.218701051494662,19,5,2,0,1,0
0.10250557481559,20,5,2,0,1,0
0.67932106023214,21,5,2,0,1,0
-0.752194992347402,22,5,2,0,1,0
-0.756567025334075,23,5,2,0,1,0
-1.60144826963247,24,5,2,0,1,0
-1.29552535563679,25,5,2,0,1,0
0.818407920129122,26,5,2,0,1,0
-0.207109443857238,27,5,2,0,1,0
0.0773665927317034,28,5,2,0,1,0
-0.549702821226685,29,5,2,0,1,0
-0.084194057992457,30,5,2,0,1,0
-0.501550098004167,31,5,2,0,1,0
0.1652830997321,32,5,2,0,1,0
1.16694944648895,33,5,2,0,1,0
-0.797463212520566,34,5,2,0,1,0
-0.842943958090067,35,5,2,0,1,0
-0.705577405000401,36,5,2,0,1,0
-1.25773711009758,37,5,2,0,1,0
-0.372507312651868,38,5,2,0,1,0
-0.790222198379747,39,5,2,0,1,0
1.22196505125601,40,5,2,0,1,0
1.17504131175267,41,5,2,0,1,0
0.132798909758293,42,5,2,0,1,0
-0.59146135942856,43,5,2,0,1,0
-0.703546221510516,44,5,2,0,1,0
-1.16787080762825,45,5,2,0,1,0
-0.66749048358756,46,5,2,0,1,0
-1.10935738383987,47,5,2,0,1,0
0.534787461038299,48,5,2,0,1,0
-0.978329197461057,49,5,2,0,1,0
0.875194312501967,50,5,2,0,1,0
1.06926412497778,51,5,2,0,1,0
0.504851284186164,52,5,2,0,1,0
-0.583989688419086,53,5,2,0,1,0
0.251547558235965,54,5,2,0,1,0
-0.029394974983063,55,5,2,0,1,0
-0.972285238213892,56,5,2,0,1,0
-0.363046264125218,57,5,2,0,1,0
-1.29374217709332,58,5,2,0,1,0
1.35925832318143,59,5,2,0,1,0
1.48683450595423,60,5,2,0,1,0
-0.701376818603469,61,5,2,0,1,0
0.528551784262624,62,5,2,0,1,0
-1.80241854655953,63,5,2,0,1,0
-1.26092305595781,64,5,2,0,1,0
-0.670043497788849,65,5,2,0,1,0
0.125186938208152,1,6,1,1,0,1
-0.546995361598282,2,6,1,1,0,1
0.946936385319011,3,6,1,1,0,1
-0.248090452699108,4,6,1,1,0,1
1.94295789159279,5,6,1,1,0,1
-2.71098382377903,6,6,1,1,0,1
1.26717620587894,7,6,1,1,0,1
1.65964464297913,8,6,1,1,0,1
1.33685218932152,9,6,1,1,0,1
-0.844309761174914,10,6,1,1,0,1
-0.60834994474369,11,6,1,1,0,1
-0.450863759198455,12,6,1,1,0,1
0.0433741491163794,13,6,1,1,0,1
-0.878962609919452,14,6,1,1,0,1
1.36344810729109,15,6,1,1,0,1
2.04769309975337,16,6,1,1,0,1
0.861576008863329,17,6,1,1,0,1
2.07328155339488,18,6,1,1,0,1
0.327411221180365,19,6,1,1,0,1
-0.206367053730663,20,6,1,1,0,1
0.616502432613399,21,6,1,1,0,1
0.787185888192098,22,6,1,1,0,1
0.773342607054687,23,6,1,1,0,1
0.363018792923824,24,6,1,1,0,1
-0.349942462418883,25,6,1,1,0,1
